"shared_params-g1_mean","shared_params-g1_stdev","shared_params-g1_median","shared_params-g1_errlo","shared_params-g1_errup","shared_params-g2_mean","shared_params-g2_stdev","shared_params-g2_median","shared_params-g2_errlo","shared_params-g2_errup","shared_params-vcirc_mean","shared_params-vcirc_stdev","shared_params-vcirc_median","shared_params-vcirc_errlo","shared_params-vcirc_errup","shared_params-cosi_mean","shared_params-cosi_stdev","shared_params-cosi_median","shared_params-cosi_errlo","shared_params-cosi_errup","shared_params-theta_int_mean","shared_params-theta_int_stdev","shared_params-theta_int_median","shared_params-theta_int_errlo","shared_params-theta_int_errup","shared_params-vscale_mean","shared_params-vscale_stdev","shared_params-vscale_median","shared_params-vscale_errlo","shared_params-vscale_errup","shared_params-r_hl_disk_mean","shared_params-r_hl_disk_stdev","shared_params-r_hl_disk_median","shared_params-r_hl_disk_errlo","shared_params-r_hl_disk_errup","shared_params-dx_disk_mean","shared_params-dx_disk_stdev","shared_params-dx_disk_median","shared_params-dx_disk_errlo","shared_params-dx_disk_errup","shared_params-dy_disk_mean","shared_params-dy_disk_stdev","shared_params-dy_disk_median","shared_params-dy_disk_errlo","shared_params-dy_disk_errup","shared_params-flux_mean","shared_params-flux_stdev","shared_params-flux_median","shared_params-flux_errlo","shared_params-flux_errup","Halpha_params-v_0_mean","Halpha_params-v_0_stdev","Halpha_params-v_0_median","Halpha_params-v_0_errlo","Halpha_params-v_0_errup","Halpha_params-dx_vel_mean","Halpha_params-dx_vel_stdev","Halpha_params-dx_vel_median","Halpha_params-dx_vel_errlo","Halpha_params-dx_vel_errup","Halpha_params-I01_mean","Halpha_params-I01_stdev","Halpha_params-I01_median","Halpha_params-I01_errlo","Halpha_params-I01_errup","Halpha_params-bkg_level_mean","Halpha_params-bkg_level_stdev","Halpha_params-bkg_level_median","Halpha_params-bkg_level_errlo","Halpha_params-bkg_level_errup"
7.268775141785835565e-03,5.463031306828830536e-02,9.402358336907126746e-03,-5.607591276129204882e-02,7.000289863974673565e-02,4.786096627994190777e-02,8.646025497505871460e-03,4.768672029851644956e-02,3.930459863796131881e-02,5.645502591388312785e-02,1.834095526021968681e+02,4.422070322443532042e+00,1.830610673482043183e+02,1.787823751358933748e+02,1.882746181829946863e+02,4.019376362923502422e-01,4.749970293753748296e-02,4.001490640770531959e-01,3.487172326840523029e-01,4.573155883540560018e-01,5.471893962678294976e+00,2.096897405236923362e+00,6.276090052926226015e+00,6.265920868531755339e+00,6.280998333222582275e+00,5.226744021411549035e-01,3.127949788206296766e-02,5.215672736953880229e-01,4.883967474907071615e-01,5.574760370005122923e-01,1.020698893754778958e+00,5.732821458893486155e-02,1.017255773403075825e+00,9.597977273134038478e-01,1.085155879440007354e+00,-5.375004144173566598e-04,1.386256760484269948e-02,-5.984052743663315077e-04,-1.451177496675135070e-02,1.336795492693246268e-02,8.675356109340700780e-05,7.722148695543923531e-03,6.646578274227543659e-05,-7.546579023670368924e-03,7.753593529166102893e-03,1.997160097820909419e+00,8.930969394683444321e-03,1.997288101492289858e+00,1.988230491729628291e+00,2.006006866834183278e+00,3.456870049130205454e-03,5.484335982267112275e-01,-6.894650287847525760e-03,-5.454958839251814462e-01,5.640778515536339910e-01,4.929052952438587102e-05,3.900218883855752910e-03,6.310880499021953582e-05,-3.888411585572570939e-03,4.019711056201524801e-03,1.200116477352747779e+01,2.525920911988877721e-02,1.200156265051990268e+01,1.197560794955969321e+01,1.202661561551587965e+01,-4.250910021618204727e-04,1.351109536626072562e-02,-3.676275193100764227e-04,-1.410946228700815652e-02,1.304595744891834386e-02
